prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
aaf,29.650275,-82.34572,Academic Advising Center,admin,0,2,0,1,0,0,1,0,1,0,0,0,7,3,8,14,19,21,31,27,48,45,43,42,46,46,45,50,37,38,34,34,36,30,26,22,17,21,19,18,19,18,11,13,2,8,0,2,50
adv,29.648792,-82.359303,Martin H. Levin Advocacy Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,4,7,8,5,12,8,12,12,12,6,15,12,5,4,11,0,6,3,9,3,1,1,4,0,5,0,2,0,0,0,1,0,0,14
aer,29.643272,-82.3483,Mec. Aerospace Engineering,academic,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,13,21,24,27,12,18,24,34,17,12,18,9,38,31,9,8,10,2,5,4,5,2,4,4,2,0,0,0,0,0,1,0,0,30
aerv,29.643272,-82.3483,Mec. Aerospace Engineering,academic,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,13,21,24,27,12,18,24,34,17,12,18,9,38,31,9,8,10,2,5,4,5,2,4,4,2,0,0,0,0,0,1,0,0,30
alf,29.642948,-82.348636,Alfred A. Ring Tennis Pavilion,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and,29.651573,-82.341939,Anderson Hall,academic,1,3,5,2,0,1,0,1,2,0,1,2,2,2,23,26,58,39,60,56,72,83,96,83,100,73,80,82,52,43,39,53,35,33,29,34,42,27,28,22,16,14,14,16,7,12,12,5,111
ans,29.631292,-82.351768,Animal Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11,4,4,13,6,12,16,15,10,0,4,5,10,4,3,2,5,1,5,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,19
ansc,29.631292,-82.351768,Animal Science Building C,unknown,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,5,1,8,4,4,11,0,6,4,3,3,8,0,1,1,5,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,10
apl,29.646905,-82.343942,Aquatic Products Lab,academic,1,11,0,2,1,5,1,1,1,0,2,2,41,10,143,15,146,46,167,88,96,127,120,152,77,154,75,163,60,175,61,172,64,159,59,108,38,80,31,51,27,66,24,40,16,26,6,25,170
arch,29.647656,-82.341748,School of Architecture,academic,11,6,9,10,1,3,6,3,5,3,9,2,17,10,38,25,52,30,59,56,82,62,102,83,79,71,68,67,58,56,65,44,68,52,32,46,35,46,44,32,28,34,17,21,11,6,12,11,111
aud,29.648887,-82.342909,University Auditorium,academic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,6,6,11,9,6,10,16,9,12,7,9,12,17,16,12,9,21,11,10,5,7,1,1,3,1,1,2,0,1,0,0,0,16
bar,29.643915,-82.344403,Bartram Hall,academic,1,1,0,1,1,1,1,1,0,0,0,1,2,1,2,9,12,18,5,8,19,6,14,16,8,7,10,6,9,5,6,5,3,4,4,5,4,0,3,2,0,0,0,0,0,0,0,0,11
barB,29.643915,-82.344403,Bartram Hall,academic,1,1,0,1,1,1,1,1,0,0,0,1,2,1,2,9,12,18,5,8,19,6,14,16,8,7,10,6,9,5,6,5,3,4,4,5,4,0,3,2,0,0,0,0,0,0,0,0,11
bcf,29.639509,-82.359952,BioContainment Facility,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcftr,29.639518,-82.359949,Bio-Containment Facility,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
ben,29.647961,-82.351393,Tolbert Hall,housing,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,3,15,6,10,12,10,10,21,18,12,24,8,10,10,26,8,11,11,11,6,4,5,4,8,10,3,1,0,1,1,2,0,0,22
bgh,29.649216,-82.359055,Bruton-Geer Hall,admin,0,1,1,0,0,0,0,0,0,0,0,0,1,1,15,4,19,22,32,24,19,31,34,35,22,26,25,20,21,24,12,5,14,8,10,9,5,6,4,4,4,4,2,2,0,1,0,0,47
blk,29.641892,-82.347876,Black Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,8,7,16,14,17,14,9,9,6,10,5,5,12,6,6,1,7,7,1,5,1,2,5,3,2,1,2,0,1,15
bro,29.646552,-82.342104,Broward Hall,housing,2,5,0,1,1,4,0,1,0,2,0,0,5,0,20,2,19,12,18,32,44,29,27,39,23,34,29,39,21,29,18,33,17,30,14,29,16,26,9,13,14,7,9,11,4,6,1,5,39
broEastOIR,29.646552,-82.342104,Broward Hall,housing,2,5,0,1,1,4,0,1,0,2,0,0,5,0,20,2,19,12,18,32,44,29,27,39,23,34,29,39,21,29,18,33,17,30,14,29,16,26,9,13,14,7,9,11,4,6,1,5,39
broOIR,29.646552,-82.342104,Broward Hall,housing,2,5,0,1,1,4,0,1,0,2,0,0,5,0,20,2,19,12,18,32,44,29,27,39,23,34,29,39,21,29,18,33,17,30,14,29,16,26,9,13,14,7,9,11,4,6,1,5,39
brt,29.648906,-82.345784,Bryant Space Science Center,academic,1,3,0,0,1,2,0,0,0,0,1,0,6,3,20,11,31,23,55,54,51,52,58,56,49,54,68,51,45,64,47,40,39,36,41,33,22,20,14,12,12,9,6,9,6,8,5,2,70
brtb,29.648906,-82.345784,Bryant Space Science Center,academic,1,3,0,0,1,2,0,0,0,0,1,0,6,3,20,11,31,23,55,54,51,52,58,56,49,54,68,51,45,64,47,40,39,36,41,33,22,20,14,12,12,9,6,9,6,8,5,2,70
brttr,29.648906,-82.345784,Bryant Space Science Center,academic,1,3,0,0,1,2,0,0,0,0,1,0,6,3,20,11,31,23,55,54,51,52,58,56,49,54,68,51,45,64,47,40,39,36,41,33,22,20,14,12,12,9,6,9,6,8,5,2,70
bry,29.648906,-82.345784,Bryan Hall,admin,2,4,0,2,2,2,0,0,0,0,0,1,2,4,6,6,17,20,31,38,34,41,37,36,46,61,37,38,41,30,18,42,26,27,9,24,14,17,6,14,6,12,5,12,5,10,2,5,49
bwc,29.645354,-82.347903,UF bookstore,social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwcbookstore,29.645256,-82.34771,UF Bookstore,social,0,3,0,0,0,0,0,0,0,0,2,0,2,3,7,3,8,5,7,9,12,12,14,17,8,16,16,11,21,12,14,15,14,18,14,10,10,9,2,10,6,7,2,9,2,3,1,1,21
bwcg,29.645442,-82.348053,UF Welcome Center,admin,0,0,0,1,0,0,0,1,0,0,0,0,1,5,15,5,12,15,15,16,12,17,10,30,17,32,14,24,12,24,20,27,15,18,23,15,16,17,6,15,5,3,1,16,0,8,0,5,34
bwcp,29.645442,-82.348053,UF Welcome Center,admin,0,0,0,1,0,0,0,1,0,0,0,0,1,5,15,5,12,15,15,16,12,17,10,30,17,32,14,24,12,24,20,27,15,18,23,15,16,17,6,15,5,3,1,16,0,8,0,5,34
bwctr,29.645442,-82.348053,UF Welcome Center,admin,0,0,0,1,0,0,0,1,0,0,0,0,1,5,15,5,12,15,15,16,12,17,10,30,17,32,14,24,12,24,20,27,15,18,23,15,16,17,6,15,5,3,1,16,0,8,0,5,34
car,29.64903,-82.341675,Carleton Auditorium,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,24,27,32,0,7,77,76,56,77,60,53,30,30,19,26,3,1,2,3,2,2,7,4,21,11,0,14,0,0,0,0,0,90
carATTIC,29.64903,-82.341675,Carleton Auditorium - Attic,academic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,11,8,17,10,10,35,42,24,35,24,30,16,12,19,6,6,4,4,6,4,6,3,3,5,5,0,0,0,0,0,0,0,41
cbd,29.652971,-82.342913,Classroom Building 105,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,19,15,22,32,31,45,18,19,26,40,25,17,25,16,9,7,14,9,16,14,7,8,7,4,7,5,5,1,1,0,0,0,2,38
cenx,29.643928,-82.343066,Centrex Building,police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
che,29.64272,-82.347873,Dept. of Chemical Engineering,academic,1,0,2,0,1,0,0,0,0,0,0,0,1,1,5,5,8,15,19,9,16,7,16,27,37,20,22,19,18,6,11,4,8,6,7,9,7,0,4,3,2,2,1,0,1,0,1,0,29
clb,29.650947,-82.344073,Chemistry Lab,academic,2,4,0,3,3,5,0,2,0,0,1,1,2,2,8,15,19,42,44,50,57,70,60,94,54,64,55,103,87,64,48,33,36,40,27,31,10,14,6,9,9,12,5,7,3,7,2,4,96
con,29.64635,-82.346664,Constans Theatre,social,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,22,6,7,27,32,27,26,35,47,30,43,28,54,22,29,31,35,18,23,33,26,13,19,9,7,3,6,15,8,1,3,1,0,47
conG,29.64635,-82.346664,Constans Theatre,social,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,22,6,7,27,32,27,26,35,47,30,43,28,54,22,29,31,35,18,23,33,26,13,19,9,7,3,6,15,8,1,3,1,0,47
crec,29.639071,-82.368803,Center for Outdoor Rec. & Educ.,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crecxxxrxx,29.639071,-82.368803,Center for Outdoor Rec. & Educ.,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cris,29.65013,-82.341602,Criser Hall,admin,0,0,1,1,0,0,1,1,0,0,0,0,0,10,2,4,9,11,9,19,22,8,22,19,23,19,29,22,25,15,17,12,20,11,7,7,3,4,2,2,1,3,3,3,2,2,3,2,31
criv,29.65013,-82.341602,Criser Hall,admin,0,0,1,1,0,0,1,1,0,0,0,0,0,10,2,4,9,11,9,19,22,8,22,19,23,19,29,22,25,15,17,12,20,11,7,7,3,4,2,2,1,3,3,3,2,2,3,2,31
crr,29.643859,-82.344859,Carr Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,11,2,1,11,10,10,24,5,8,13,5,6,10,13,11,4,0,10,2,4,7,4,0,1,1,0,0,0,0,0,0,23
crrB,29.643859,-82.344859,Carr Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,11,2,1,11,10,10,24,5,8,13,5,6,10,13,11,4,0,10,2,4,7,4,0,1,1,0,0,0,0,0,0,23
cse,29.64821,-82.344387,CISE,academic,10,2,0,0,0,0,0,0,0,0,0,0,2,13,23,56,89,104,126,120,130,121,127,193,169,140,132,167,104,94,154,86,100,64,66,52,53,36,31,20,64,17,20,9,20,9,13,4,196
csee,29.64821,-82.344387,CISE,academic,10,2,0,0,0,0,0,0,0,0,0,0,2,13,23,56,89,104,126,120,130,121,127,193,169,140,132,167,104,94,154,86,100,64,66,52,53,36,31,20,64,17,20,9,20,9,13,4,196
csev,29.64821,-82.344387,CISE,academic,10,2,0,0,0,0,0,0,0,0,0,0,2,13,23,56,89,104,126,120,130,121,127,193,169,140,132,167,104,94,154,86,100,64,66,52,53,36,31,20,64,17,20,9,20,9,13,4,196
csfl,29.633672,-82.361716,Crops And Soils Field Lab,academic,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
cwp,29.648189,-82.348498,Lacy R. Chilled Water Plt. CWP2,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
dau,29.649895,-82.344979,Dauer Hall,academic,2,0,0,1,0,0,0,0,0,0,0,1,2,2,3,13,17,16,24,28,26,27,21,27,32,34,26,26,22,18,14,14,24,28,16,36,14,25,6,17,14,15,5,13,3,12,3,3,41
dinefreshfood,29.647025,-82.341302,Fresh Food,social,0,2,0,0,1,0,0,1,0,0,0,2,2,2,12,0,14,10,17,20,18,32,31,24,20,22,18,25,13,20,11,15,9,11,15,23,13,10,13,8,8,15,6,8,3,7,1,4,28
edb,29.641637,-82.348364,Engineering Design Building,academic,0,1,0,2,0,1,0,0,1,0,0,0,5,0,4,2,1,1,4,5,3,0,5,4,4,3,8,3,1,6,4,4,2,9,2,1,2,6,5,4,1,1,0,0,0,2,3,3,8
ehs,29.64353,-82.343826,Env. Health and Safety EHS,unknown,0,2,0,0,0,0,0,0,0,0,0,2,1,3,5,2,5,9,0,11,6,12,6,19,10,16,2,19,1,10,1,20,10,18,4,10,1,16,1,6,3,9,1,4,1,5,0,2,24
elm,29.643476,-82.366184,Elmore Hall,admin,1,0,0,0,0,0,0,0,1,0,1,1,4,1,12,1,5,1,4,3,1,2,1,5,4,5,5,3,3,2,7,7,1,0,3,2,2,3,3,3,1,2,1,1,0,1,1,1,8
elmv,29.643476,-82.366184,Elmore Hall,admin,1,0,0,0,0,0,0,0,1,0,1,1,4,1,12,1,5,1,4,3,1,2,1,5,4,5,5,3,3,2,7,7,1,0,3,2,2,3,3,3,1,2,1,1,0,1,1,1,8
eyn,29.634543,-82.366474,Entomology-Nematology,academic,1,2,0,0,0,0,1,0,0,0,0,0,2,0,3,0,3,3,6,1,3,0,4,5,5,4,2,2,2,3,4,2,2,3,2,3,6,5,2,5,0,3,1,3,3,1,0,0,8
faa,29.648127,-82.340636,Fine Arts A,academic,2,9,5,4,4,1,3,6,0,1,2,1,2,1,14,12,19,9,33,17,39,29,43,29,35,30,27,29,27,14,15,32,18,14,8,7,10,13,8,10,9,7,5,4,2,1,0,3,52
fab,29.648118,-82.339764,Fine Arts B,academic,1,3,4,3,1,1,0,1,0,1,1,4,3,2,21,10,26,32,54,31,31,31,26,69,47,32,17,42,25,29,13,31,17,34,15,11,5,8,0,8,6,5,3,3,2,2,0,4,54
fac,29.647768,-82.340343,Fine Arts C,academic,14,15,11,16,8,8,10,7,11,6,4,8,9,8,30,27,49,45,55,95,83,98,102,90,58,76,84,77,50,48,29,47,40,36,40,57,27,42,21,29,24,29,17,25,3,13,10,15,94
facB,29.647768,-82.340343,Fine Arts C,academic,14,15,11,16,8,8,10,7,11,6,4,8,9,8,30,27,49,45,55,95,83,98,102,90,58,76,84,77,50,48,29,47,40,36,40,57,27,42,21,29,24,29,17,25,3,13,10,15,94
fad,29.648372,-82.340171,Fine Arts D,academic,0,0,1,0,0,0,0,0,0,1,1,1,1,1,3,1,6,8,14,17,19,15,11,9,9,17,14,11,9,10,9,18,10,12,19,8,4,4,3,9,5,3,4,4,4,5,3,1,25
ff,29.638503,-82.357321,Forestry Resource and Conserv. FF1,unknown,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,3,5,2,11,5,6,5,5,5,8,4,6,3,5,6,1,3,2,4,3,3,4,2,0,2,1,3,0,0,0,0,0,0,14
ff1,29.638525,-82.35733,Forestry Resource and Conservation,admin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fif,29.63847,-82.361135,Fifield Hall,academic,0,0,0,1,1,0,0,0,0,0,3,0,6,3,6,6,5,8,17,8,15,16,4,7,5,14,6,13,7,11,9,9,13,13,4,5,9,4,5,7,7,0,3,9,2,0,0,1,17
fifv,29.63847,-82.361135,Fifield Hall,academic,0,0,0,1,1,0,0,0,0,0,3,0,6,3,6,6,5,8,17,8,15,16,4,7,5,14,6,13,7,11,9,9,13,13,4,5,9,4,5,7,7,0,3,9,2,0,0,1,17
flg,29.649463,-82.347294,Florida Gym,sports,0,0,2,0,1,0,0,0,0,0,0,1,2,5,16,70,90,81,99,108,107,84,126,113,125,77,85,96,72,62,41,34,67,20,22,15,10,10,17,5,1,2,0,4,0,0,2,0,101
fli,29.651575,-82.34385,Keene-Flint Hall,academic,7,4,1,6,2,1,0,6,0,1,2,0,3,0,17,22,37,58,71,103,107,108,88,104,115,94,70,78,54,64,19,64,40,63,34,31,23,32,15,30,15,24,9,21,6,21,5,14,99
flih,29.649981,-82.332703,Innovation Hub,academic,0,0,2,2,0,0,0,0,0,0,2,0,1,0,7,0,15,2,9,10,5,4,5,4,6,6,2,6,6,6,4,6,6,7,2,6,2,4,2,2,3,0,1,3,3,3,0,2,13
flo,29.650131,-82.343723,Griffin-Floyd Hall,academic,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,13,25,26,22,39,38,37,40,35,21,22,24,22,17,30,9,16,18,9,5,5,1,6,3,3,0,3,1,2,0,0,2,67
fpof,29.65047,-82.347275,Florida Pool Offices/Lockers,sports,0,0,1,0,0,0,0,0,0,0,0,0,2,2,6,0,7,6,11,3,2,1,7,10,8,9,6,14,9,10,14,14,6,9,6,5,4,11,3,6,8,4,7,2,3,1,1,0,11
fsf,29.648006,-82.350075,Gator Corner Dining Center,social,0,1,0,0,0,0,0,0,0,0,0,0,5,3,19,5,37,7,25,20,19,19,21,33,13,14,23,10,11,11,13,13,22,22,12,25,22,24,12,23,10,29,5,11,1,2,0,0,25
