prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
rhn,29.647253,-82.348948,Rhines Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,10,2,7,9,9,11,9,13,10,8,17,13,10,10,7,11,5,9,2,7,8,4,5,2,3,0,2,1,2,0,0,17
rhnb,29.647253,-82.348948,Rhines Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,10,2,7,9,9,11,9,13,10,8,17,13,10,10,7,11,5,9,2,7,8,4,5,2,3,0,2,1,2,0,0,17
rl1,29.633165,-82.361168,Research Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rl2,29.633176,-82.360914,Research Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rla,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,6,13,9,3,3,3,16,10,16,10,7,13,14,5,10,6,14,3,2,4,3,2,2,1,2,0,0,2,0,0,0,0,16
rlab,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,6,13,9,3,3,3,16,10,16,10,7,13,14,5,10,6,14,3,2,4,3,2,2,1,2,0,0,2,0,0,0,0,16
rnk,29.646965,-82.343196,Rinker Hall,academic,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,32,24,36,40,34,40,31,32,56,57,34,32,15,21,10,19,4,6,12,3,8,20,3,4,8,11,3,3,1,1,1,0,0,57
rnktr,29.646965,-82.343196,Rinker Hall,academic,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,32,24,36,40,34,40,31,32,56,57,34,32,15,21,10,19,4,6,12,3,8,20,3,4,8,11,3,3,1,1,1,0,0,57
rog,29.644495,-82.345433,Rogers Frazier Hall,academic,3,2,0,1,0,3,0,0,0,0,3,2,20,11,52,16,65,20,54,17,42,15,44,25,48,36,36,28,38,26,29,22,21,17,14,34,22,21,6,11,10,11,9,16,2,9,0,0,65
rol,29.649259,-82.344494,Rolfs Hall,academic,0,0,0,0,2,0,0,1,0,0,1,1,2,7,8,13,28,25,30,23,28,44,39,37,38,33,40,43,24,31,35,18,13,19,14,16,20,11,9,11,3,4,4,10,4,8,0,0,44
sbh,29.647647,-82.342621,Steinbrenner,social,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,4,1,5,5,2,0,5,13,6,19,5,8,13,12,3,3,4,2,5,9,1,9,4,3,1,0,4,1,0,1,0,0,19
sbhG,29.647647,-82.342621,Steinbrenner,social,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,4,1,5,5,2,0,5,13,6,19,5,8,13,12,3,3,4,2,5,9,1,9,4,3,1,0,4,1,0,1,0,0,19
sis,29.650019,-82.344212,Sisler Hall Chemistry Research Bldg,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sma,29.650878,-82.341791,Smathers Library,library,0,2,0,0,0,0,1,2,1,0,0,0,3,5,6,7,17,8,34,24,31,26,32,18,36,30,29,26,21,29,20,19,20,11,9,10,16,4,6,1,9,4,6,6,5,3,0,0,36
soc,29.649461,-82.351125,OConnell Center,unknown,0,0,0,1,1,0,0,0,0,0,0,2,6,4,17,10,14,13,16,8,14,17,16,30,19,23,6,7,11,20,7,30,14,41,12,26,19,24,10,16,12,10,9,6,1,6,0,0,41
socgate,29.649461,-82.351125,OConnell Center,unknown,0,0,0,1,1,0,0,0,0,0,0,2,6,4,17,10,14,13,16,8,14,17,16,30,19,23,6,7,11,20,7,30,14,41,12,26,19,24,10,16,12,10,9,6,1,6,0,0,41
sta,29.649961,-82.349511,Ben Hill Griffin Stadium,sports,0,0,0,0,0,0,0,0,0,3,0,2,5,1,0,3,1,1,3,2,0,5,2,7,5,4,2,2,3,7,6,8,5,6,2,9,7,10,2,9,2,9,2,5,2,2,0,0,10
stz,29.650832,-82.341177,Stuzin Hall,academic,0,1,0,0,0,0,1,1,0,0,0,0,1,3,4,7,11,27,15,12,28,26,25,18,34,31,10,16,32,26,19,14,34,11,4,2,9,5,2,2,8,4,2,2,2,2,0,2,34
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,9,12,14,9,11,25,19,17,17,38,28,18,13,27,24,13,11,24,12,6,3,4,2,2,3,3,2,3,4,4,1,0,0,38
swc,29.638378,-82.368414,SW Recreation Center,sports,0,0,0,0,0,0,0,0,0,1,0,1,2,4,3,2,6,4,7,13,4,10,4,10,7,15,9,14,11,25,14,20,14,17,14,15,13,21,21,19,19,11,12,10,12,1,0,0,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,1,2,1,1,0,0,3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,8,5,6,5,12,7,6,5,10,10,15,4,6,8,9,11,7,7,7,2,6,1,1,4,2,1,2,0,5,0,1,0,0,15
tur,29.649333,-82.343903,Turlington Hall,academic,3,2,0,2,0,1,0,0,2,1,1,2,6,12,33,81,123,157,219,209,266,282,309,219,228,260,259,201,184,170,118,72,120,46,61,47,37,42,35,30,36,15,40,26,6,11,3,1,309
turl,29.649333,-82.343903,Turlington Hall,academic,3,2,0,2,0,1,0,0,2,1,1,2,6,12,33,81,123,157,219,209,266,282,309,219,228,260,259,201,184,170,118,72,120,46,61,47,37,42,35,30,36,15,40,26,6,11,3,1,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,0,0,0,1,1,1,0,0,0,1,3,0,6,2,19,7,20,14,22,27,29,23,19,37,21,30,12,28,33,29,14,34,16,28,27,31,15,26,11,27,10,18,6,6,6,5,0,0,37
van,29.648549,-82.351042,Van Fleet Hall,admin,0,0,0,0,0,0,0,0,0,3,2,1,3,0,2,2,3,7,4,9,4,7,8,5,6,9,9,5,3,6,7,7,6,10,5,1,3,5,0,1,1,3,1,2,0,1,0,0,10
wal,29.649455,-82.341582,Walker Hall,academic,1,0,0,0,0,0,0,0,0,0,1,0,2,2,7,12,11,17,13,10,21,20,31,36,25,31,33,19,20,15,13,13,13,11,10,2,3,10,3,5,3,1,3,2,3,1,1,0,36
wei,29.648418,-82.348606,Weil Hall,academic,1,0,0,0,0,1,0,0,0,0,1,0,1,7,10,20,39,49,53,86,63,57,61,96,62,59,60,82,81,49,45,35,42,18,18,12,15,7,6,5,5,8,6,5,6,5,1,0,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,1,2,1,1,0,0,0,0,3,3,0,2,23,17,90,11,126,20,88,58,98,41,84,71,72,58,90,72,67,60,50,74,54,66,70,60,66,53,66,39,28,27,28,37,10,9,0,0,126
weim,29.647761,-82.347342,Wiemer Hall,academic,0,0,0,0,0,0,0,0,1,1,0,2,2,17,25,55,59,76,84,69,60,87,102,61,70,84,61,54,62,61,70,32,30,22,42,14,16,15,12,4,11,9,6,4,4,2,0,1,102
weimG,29.647761,-82.347342,Wiemer Hall,academic,0,0,0,0,0,0,0,0,1,1,0,2,2,17,25,55,59,76,84,69,60,87,102,61,70,84,61,54,62,61,70,32,30,22,42,14,16,15,12,4,11,9,6,4,4,2,0,1,102
weimg,29.647761,-82.347342,Wiemer Hall,academic,0,0,0,0,0,0,0,0,1,1,0,2,2,17,25,55,59,76,84,69,60,87,102,61,70,84,61,54,62,61,70,32,30,22,42,14,16,15,12,4,11,9,6,4,4,2,0,1,102
wm,29.648052,-82.346709,Williamson Hall,academic,0,0,0,1,1,1,0,0,0,0,1,0,1,2,1,5,6,12,12,29,32,21,21,46,22,23,18,22,21,25,23,12,11,4,2,0,1,1,2,3,4,3,3,1,3,2,0,0,46
yon,29.649968,-82.347888,Yon Hall,academic,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,11,14,21,13,15,15,22,13,10,10,10,10,4,11,18,12,12,9,9,7,10,5,7,8,11,5,8,3,0,1,0,0,22
