prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,1,1,0,1,1,2,0,0,0,0,38
swc,29.638378,-82.368414,SW Recreation Center,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,2,1,1,3,2,4,6,4,2,3,0,5,11,6,5,5,11,9,5,7,10,0,2,0,0,0,0,0,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,1,0,2,0,1,0,0,15
tur,29.649333,-82.343903,Turlington Hall,academic,3,2,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,2,1,4,1,2,5,0,3,1,4,4,2,6,7,9,8,9,5,16,9,11,6,8,8,11,8,5,3,3,0,0,309
turl,29.649333,-82.343903,Turlington Hall,academic,3,2,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,2,1,4,1,2,5,0,3,1,4,4,2,6,7,9,8,9,5,16,9,11,6,8,8,11,8,5,3,3,0,0,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,4,2,2,2,1,0,0,0,0,0,0,0,1,0,1,2,2,0,3,3,5,1,3,4,2,9,2,7,7,6,6,4,5,1,4,3,2,7,6,5,3,4,4,3,0,2,0,0,37
van,29.648549,-82.351042,Van Fleet Hall,admin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,3,0,1,0,1,0,0,0,0,10
wal,29.649455,-82.341582,Walker Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,6,6,6,2,1,2,0,1,3,1,0,0,0,3,0,1,0,1,2,1,0,0,1,0,0,36
wei,29.648418,-82.348606,Weil Hall,academic,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,3,0,0,0,2,1,4,3,0,1,1,2,3,3,3,4,5,3,1,3,2,5,1,1,0,0,1,0,0,0,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,4,0,5,6,2,2,0,0,0,0,0,0,1,1,2,1,1,2,11,4,9,3,12,8,26,18,18,8,16,17,8,9,32,19,18,20,25,15,21,16,25,16,14,7,6,7,3,4,126
weim,29.647761,-82.347342,Wiemer Hall,academic,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,3,4,3,0,1,4,3,1,2,1,3,4,3,4,0,1,1,0,0,102
weimG,29.647761,-82.347342,Wiemer Hall,academic,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,3,4,3,0,1,4,3,1,2,1,3,4,3,4,0,1,1,0,0,102
weimg,29.647761,-82.347342,Wiemer Hall,academic,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,3,4,3,0,1,4,3,1,2,1,3,4,3,4,0,1,1,0,0,102
wm,29.648052,-82.346709,Williamson Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,2,1,0,0,0,46
yon,29.649968,-82.347888,Yon Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,3,1,1,2,4,2,3,2,2,2,5,2,1,2,4,2,1,0,1,0,0,0,0,0,22
