prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
socgate,29.649461,-82.351125,OConnell Center,unknown,0,3,1,2,1,0,1,2,2,1,1,0,1,1,12,6,15,9,26,22,18,18,33,28,30,28,19,21,13,25,15,24,17,27,9,19,16,20,14,15,14,12,14,20,2,5,2,2,41
sta,29.649961,-82.349511,Ben Hill Griffin Stadium,sports,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,4,5,9,4,8,2,10,4,3,8,3,5,6,5,9,8,7,6,10,8,7,1,9,5,7,1,5,3,6,1,0,2,1,10
stz,29.650832,-82.341177,Stuzin Hall,academic,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,9,12,23,17,24,36,29,30,30,34,28,20,26,30,25,26,18,23,13,16,12,16,3,4,0,2,2,5,1,1,1,1,1,34
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,0,2,0,0,0,0,1,0,0,0,0,0,0,1,5,2,21,13,29,20,39,36,30,26,45,32,21,24,36,24,25,25,22,11,14,8,6,3,2,3,2,1,0,3,2,0,5,5,38
swc,29.638378,-82.368414,SW Recreation Center,sports,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,5,8,6,14,9,8,7,12,14,9,5,9,13,19,10,10,9,18,17,17,18,19,18,11,14,9,13,5,7,2,3,2,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,0,2,0,0,0,0,0,1,0,0,0,0,0,4,3,6,5,3,2,3,19,13,4,12,12,12,5,20,10,6,8,6,13,8,2,3,1,4,2,0,0,2,1,0,0,0,0,0,15
tur,29.649333,-82.343903,Turlington Hall,academic,5,7,3,2,1,1,1,1,0,0,4,7,6,15,29,32,93,144,221,191,171,137,243,232,245,267,127,124,246,138,131,111,111,99,74,50,64,40,34,31,31,27,19,17,13,4,3,6,309
turl,29.649333,-82.343903,Turlington Hall,academic,5,7,3,2,1,1,1,1,0,0,4,7,6,15,29,32,93,144,221,191,171,137,243,232,245,267,127,124,246,138,131,111,111,99,74,50,64,40,34,31,31,27,19,17,13,4,3,6,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,2,3,4,3,0,1,0,0,0,0,1,1,9,1,17,9,28,8,27,16,21,20,24,26,22,24,28,20,15,27,18,21,19,51,17,28,6,22,7,21,8,15,7,9,5,0,2,2,37
van,29.648549,-82.351042,Van Fleet Hall,admin,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2,5,7,4,4,12,2,13,13,9,16,7,4,8,1,13,7,10,5,10,2,3,8,10,1,4,1,4,1,5,0,1,0,0,10
wal,29.649455,-82.341582,Walker Hall,academic,0,2,0,1,0,0,0,0,0,0,0,0,3,5,7,7,18,12,15,15,23,17,26,30,30,34,28,23,20,9,13,17,14,17,16,3,4,4,7,2,3,5,8,3,2,1,0,0,36
wei,29.648418,-82.348606,Weil Hall,academic,3,1,0,1,0,1,0,0,0,1,0,3,3,0,6,48,49,31,33,57,51,59,58,43,54,60,40,44,45,40,41,14,33,18,20,21,12,12,22,22,9,13,9,7,2,2,2,1,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,4,9,2,4,1,2,2,0,1,4,2,3,23,8,65,19,108,18,100,42,94,50,78,37,90,54,60,58,78,74,55,74,53,73,50,64,50,58,38,41,32,37,34,36,16,15,5,6,126
weim,29.647761,-82.347342,Wiemer Hall,academic,1,0,0,0,3,1,0,0,1,1,1,2,3,4,11,14,17,92,44,48,86,50,89,79,60,71,56,51,56,38,61,36,57,26,32,25,18,11,24,5,12,2,3,4,1,1,1,1,102
weimG,29.647761,-82.347342,Wiemer Hall,academic,1,0,0,0,3,1,0,0,1,1,1,2,3,4,11,14,17,92,44,48,86,50,89,79,60,71,56,51,56,38,61,36,57,26,32,25,18,11,24,5,12,2,3,4,1,1,1,1,102
weimg,29.647761,-82.347342,Wiemer Hall,academic,1,0,0,0,3,1,0,0,1,1,1,2,3,4,11,14,17,92,44,48,86,50,89,79,60,71,56,51,56,38,61,36,57,26,32,25,18,11,24,5,12,2,3,4,1,1,1,1,102
wm,29.648052,-82.346709,Williamson Hall,academic,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,4,17,14,37,30,18,22,30,19,34,37,10,9,15,17,8,9,21,20,7,4,3,0,19,10,2,7,0,0,2,0,0,46
yon,29.649968,-82.347888,Yon Hall,academic,1,0,0,0,0,0,0,0,0,0,1,2,2,2,4,2,5,7,6,17,11,11,16,7,12,17,9,5,10,7,9,10,6,7,12,11,4,5,2,1,5,4,2,0,0,1,0,1,22
