prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
rl1,29.633165,-82.361168,Research Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rl2,29.633176,-82.360914,Research Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rla,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,11,11,16,11,14,10,6,6,12,7,13,4,6,6,9,1,5,4,3,1,3,1,2,0,1,1,1,0,1,0,0,0,16
rlab,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,11,11,16,11,14,10,6,6,12,7,13,4,6,6,9,1,5,4,3,1,3,1,2,0,1,1,1,0,1,0,0,0,16
rnk,29.646965,-82.343196,Rinker Hall,academic,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,10,25,12,18,34,26,23,38,35,30,33,14,14,8,32,14,3,7,8,4,0,9,21,12,12,1,0,0,0,0,2,0,57
rnktr,29.646965,-82.343196,Rinker Hall,academic,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,10,25,12,18,34,26,23,38,35,30,33,14,14,8,32,14,3,7,8,4,0,9,21,12,12,1,0,0,0,0,2,0,57
rog,29.644495,-82.345433,Rogers Frazier Hall,academic,1,6,1,3,0,1,0,1,0,0,2,1,12,9,47,13,35,17,45,28,59,31,53,26,58,40,39,30,23,34,32,28,22,25,29,26,18,18,15,24,10,14,9,14,7,5,5,3,65
rol,29.649259,-82.344494,Rolfs Hall,academic,4,1,1,4,0,0,1,0,0,0,1,1,1,4,11,15,14,14,19,31,46,38,36,27,29,31,32,36,19,16,41,14,20,12,13,16,13,10,15,5,11,3,2,4,1,1,0,2,44
sbh,29.647647,-82.342621,Steinbrenner,social,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,6,8,4,6,2,4,5,19,3,7,16,4,5,4,3,8,2,4,1,3,2,1,1,1,0,2,1,2,0,0,19
sbhG,29.647647,-82.342621,Steinbrenner,social,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,6,8,4,6,2,4,5,19,3,7,16,4,5,4,3,8,2,4,1,3,2,1,1,1,0,2,1,2,0,0,19
sis,29.650019,-82.344212,Sisler Hall Chemistry Research Bldg,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,6,6,7,11,18,28,13,12,14,26,20,22,5,13,7,6,20,13,2,15,9,3,8,3,4,1,2,1,1,0,0,0,0
sma,29.650878,-82.341791,Smathers Library,library,4,3,2,0,0,0,0,0,0,0,0,1,2,3,4,6,14,8,20,15,34,33,34,34,50,31,22,17,31,21,34,23,23,15,19,15,17,6,19,2,6,6,11,3,3,6,3,4,36
soc,29.649461,-82.351125,OConnell Center,unknown,1,4,0,1,1,0,0,1,0,0,0,2,3,4,8,8,11,8,26,25,15,17,18,26,27,30,13,28,15,26,17,22,11,25,14,32,14,31,17,15,16,13,7,14,2,4,2,5,41
socgate,29.649461,-82.351125,OConnell Center,unknown,1,4,0,1,1,0,0,1,0,0,0,2,3,4,8,8,11,8,26,25,15,17,18,26,27,30,13,28,15,26,17,22,11,25,14,32,14,31,17,15,16,13,7,14,2,4,2,5,41
sta,29.649961,-82.349511,Ben Hill Griffin Stadium,sports,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,4,1,3,3,10,5,7,7,7,5,5,7,7,1,11,8,16,2,11,8,11,5,7,7,7,0,4,1,2,0,2,10
stz,29.650832,-82.341177,Stuzin Hall,academic,1,1,0,0,1,0,0,0,0,0,1,1,4,4,4,5,14,25,12,19,29,38,19,30,44,35,20,26,34,20,19,26,22,15,28,17,24,6,8,5,3,4,3,2,2,2,1,1,34
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,11,22,23,22,7,32,36,23,23,45,29,30,16,34,34,23,18,30,12,28,11,14,3,4,4,2,2,0,1,0,0,2,0,38
swc,29.638378,-82.368414,SW Recreation Center,sports,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,5,4,8,7,12,10,2,6,4,16,6,7,10,22,15,17,17,17,19,21,13,13,14,26,22,20,16,12,12,2,9,0,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,0,4,0,1,0,0,0,0,0,0,0,1,0,4,1,8,8,5,5,8,8,9,6,11,2,12,3,13,9,8,9,8,7,9,1,6,1,3,0,0,1,1,1,0,0,2,1,0,15
tur,29.649333,-82.343903,Turlington Hall,academic,6,6,6,8,4,1,0,2,0,0,0,3,12,17,47,109,102,99,245,197,249,199,159,177,287,342,297,219,96,92,192,114,88,101,112,95,71,48,62,38,65,35,22,21,16,17,12,15,309
turl,29.649333,-82.343903,Turlington Hall,academic,6,6,6,8,4,1,0,2,0,0,0,3,12,17,47,109,102,99,245,197,249,199,159,177,287,342,297,219,96,92,192,114,88,101,112,95,71,48,62,38,65,35,22,21,16,17,12,15,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,1,2,1,1,1,1,0,1,0,2,2,1,8,2,23,10,23,12,33,26,43,22,24,25,37,22,25,18,11,28,21,27,23,31,18,18,11,19,8,20,6,16,4,7,2,3,1,1,37
van,29.648549,-82.351042,Van Fleet Hall,admin,0,1,0,0,0,0,0,0,1,1,1,0,2,1,7,5,6,3,5,9,5,11,9,7,14,8,3,11,6,8,3,3,5,9,4,7,3,8,3,1,2,4,0,1,0,0,0,3,10
wal,29.649455,-82.341582,Walker Hall,academic,3,1,1,0,0,0,0,0,0,1,0,0,3,2,15,5,5,9,15,5,18,24,20,24,31,47,23,54,28,20,19,22,21,15,17,12,9,11,8,9,15,6,5,0,0,1,1,0,36
wei,29.648418,-82.348606,Weil Hall,academic,3,1,0,1,0,2,0,0,2,0,0,0,1,6,10,42,32,53,51,74,74,82,58,47,57,66,68,62,62,41,46,23,30,24,22,22,7,11,9,12,13,6,7,6,1,5,2,2,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,4,8,6,4,2,4,0,2,1,2,4,0,22,7,84,10,101,20,95,38,100,52,79,53,97,63,78,54,76,53,44,67,63,56,60,68,80,44,46,32,38,37,27,28,12,19,5,10,126
weim,29.647761,-82.347342,Wiemer Hall,academic,1,1,0,0,0,0,0,0,0,0,2,2,2,4,8,30,29,67,73,69,101,69,88,112,105,57,60,61,57,44,58,34,51,31,46,22,29,10,13,5,15,8,7,3,5,1,2,1,102
weimG,29.647761,-82.347342,Wiemer Hall,academic,1,1,0,0,0,0,0,0,0,0,2,2,2,4,8,30,29,67,73,69,101,69,88,112,105,57,60,61,57,44,58,34,51,31,46,22,29,10,13,5,15,8,7,3,5,1,2,1,102
weimg,29.647761,-82.347342,Wiemer Hall,academic,1,1,0,0,0,0,0,0,0,0,2,2,2,4,8,30,29,67,73,69,101,69,88,112,105,57,60,61,57,44,58,34,51,31,46,22,29,10,13,5,15,8,7,3,5,1,2,1,102
wm,29.648052,-82.346709,Williamson Hall,academic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,26,44,46,7,9,27,28,38,34,25,6,8,22,16,15,8,7,2,2,2,3,2,1,2,0,1,0,1,1,0,46
yon,29.649968,-82.347888,Yon Hall,academic,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,5,8,1,13,14,11,8,9,17,12,13,13,9,12,11,13,12,7,10,6,6,11,10,8,6,2,2,0,0,1,0,0,0,22
